n,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11
1600.0,4.602169574791466,4.603548516527817,4.604261925142,4.60524312546102,4.605604395228442,4.605898915834537,4.606397168510783,4.607513191933149,4.606425341654892,4.606368739322329,4.607719934166492
1700.0,4.605471336190132,4.605733303411225,4.605515904152114,4.607102076229774,4.606442862456819,4.606204251558262,4.606471503870458,4.606191930201095,4.606958139178385,4.606904961441079,4.607625336175827
1800.0,4.6069040536174635,4.605041224781849,4.605224827375059,4.606732342740766,4.60513556180929,4.606460496885716,4.6066097003567155,4.606711509947643,4.60735622144712,4.606729338492748,4.605757787017728
1900.0,4.6069741194693705,4.605099692026142,4.605752565305921,4.605085715657204,4.60595951812768,4.6055561259979605,4.607176515321099,4.6067668378237885,4.607040734923471,4.606698318593531,4.606930140361586
2e3,4.604640296189552,4.603980962671845,4.604656541669291,4.606152622703705,4.6053354813739835,4.606432341492796,4.606045519425524,4.606288928579484,4.606895295419868,4.606777979104871,4.608170269512475
2100.0,4.603580731912195,4.604958640915005,4.604735964195692,4.606319735626587,4.606016122793733,4.606761799020867,4.606061372438854,4.606643526073684,4.606514921637118,4.606537943217823,4.607014869289237
2200.0,4.60427174005303,4.605338444563771,4.606248452498487,4.60563292741246,4.606526953806622,4.606393450305973,4.606418092091119,4.606621722341938,4.606544740684399,4.607076459472818,4.606897681276499
2300.0,-Inf,4.6055040338708135,4.606518968827351,4.606147907467231,4.605991662895097,4.60616825281517,4.6057053872966245,4.606262300636246,4.606002740855937,4.605921951983873,4.606797381371591
2400.0,4.605513698953841,4.604820469116675,4.605568432638313,4.606074167860166,4.605866004990287,4.6055871834024655,4.606432130842878,4.606113584157932,4.606168168839616,4.606224288585949,4.606743832720409
2500.0,4.60317898357634,4.606924103041962,4.604721083276737,4.6064731987018614,4.605352570001499,4.605582083365358,4.606306584264344,4.606194518725588,4.605901069086847,4.60590686089862,4.606365262803922
2600.0,4.607038011077212,4.605725922741168,4.604431132030532,4.605683606655512,4.605927206385574,4.60467118595201,4.6061509464484525,4.606491214520403,4.607449373686795,4.606167124597941,4.606703761363299
2700.0,4.608118289179464,4.606187543565017,4.605272733509522,4.604756302563743,4.605619188817558,4.605648401818688,4.606104404922471,4.606063454524495,4.6060311046100955,4.607120746648413,4.60707961686602
2800.0,4.605117877784814,4.605256408525287,4.604668517999119,4.6054519810046255,4.605948415177394,4.605733026878079,4.606038451935928,4.606252533549393,4.60637066636099,4.6060623166022046,4.606445805866236
2900.0,-Inf,4.605276209016751,4.605708899105312,4.60468147511665,4.605607642751999,4.6062067116809615,4.606373331020502,4.606658201371864,4.605858901984548,4.60662338013588,4.606648270699185
3e3,4.603966650125563,4.60586090799765,4.605715951988126,4.605688551226567,4.605774288002208,4.606086882759946,4.60556509321347,4.606193732565293,4.605894018553746,4.606765026143507,4.606573516266423
3100.0,-Inf,4.604576472057539,4.606249775594521,4.606115462007173,4.604794542744112,4.6056048185573495,4.6058153019614245,4.606179225261664,4.60630466538702,4.60632016860442,4.60644097965748
3200.0,-Inf,4.605436539207235,4.60599280967851,4.605362730259333,4.605793694495318,4.606069588200016,4.606077447674756,4.606284559680278,4.606217276961662,4.605738564009917,4.606430713400506
3300.0,-Inf,4.605713424444973,4.605625903180368,4.605348861777157,4.6060711089238575,4.605505002470645,4.6051858912586425,4.60566877363942,4.606465363930841,4.605955238045369,4.606426995141312
3400.0,4.606503473446627,4.605813164253244,4.604909048022364,4.6060115215838415,4.605447840320404,4.606290208428253,4.606563576492103,4.606134522874832,4.606467699968908,4.6063721773018145,4.606451566084561
3500.0,4.607167228437089,4.604974008355772,4.605249310919184,4.606517163430718,4.605594496932241,4.605896530155447,4.605272461415866,4.605632579305898,4.606852388927648,4.60655011025932,4.606360958135611
3600.0,-Inf,4.605507092951502,4.604806153771128,4.605261378169335,4.605596495852492,4.606195952972663,4.605450106587656,4.606004754255796,4.605839921480401,4.606235584183186,4.606684747097197
3700.0,-Inf,4.606076718158256,4.605415248177329,4.605764934116737,4.605066496831193,4.605759855984511,4.605923662187482,4.606456147367964,4.605848187152123,4.606263107750309,4.606122299371514
3800.0,-Inf,4.606054069237641,4.604320883314852,4.605735758965209,4.605393062956431,4.605529657971187,4.6054518038382595,4.605782340812724,4.60586676851792,4.605572571865883,4.60662958694198
3900.0,-Inf,4.605307373153627,4.6046467062939405,4.605236669167976,4.605468043899708,4.605638820641922,4.606449908286796,4.606389775779744,4.606306493422281,4.606830849529028,4.606643028293339
4e3,4.6038086351075,4.606313371772549,4.60563874825644,4.605278726906572,4.60549280012858,4.60582447911465,4.605887578140134,4.605850048879917,4.606053469627563,4.605805589136909,4.606103905953422
4100.0,-Inf,4.6033693102194055,4.606110672215295,4.604492333419636,4.6058480202178,4.606017505795582,4.605410598343331,4.605618676206113,4.6060619161256255,4.606314409328726,4.605957241186519
4200.0,4.605379357911847,4.605624510926394,4.605272297770747,4.605976051598131,4.605141266518799,4.605595095830954,4.605739829166508,4.606061724398247,4.605835319941595,4.606127960059263,4.60629967554281
4300.0,4.605421231955526,4.603851855086194,4.605381023826701,4.6047629865521245,4.605218473898559,4.605585941304604,4.605684145667211,4.606322540025711,4.605936185451228,4.605395062652281,4.6064451358728435
4400.0,4.60464812147167,4.605165060603064,4.603923523171516,4.605319833485215,4.605343309515445,4.605518064703794,4.606208344121934,4.605543896666503,4.605875609493199,4.60607736591586,4.606236230606289
4500.0,-Inf,4.604860869633916,4.605910349735646,4.6055956852886935,4.6051529975538354,4.6060497296605165,4.605299963669783,4.605164594455794,4.605079045738724,4.605693691325065,4.605818471235978
4600.0,-Inf,4.60559667091245,4.605543468515609,4.605554071511323,4.605368554286257,4.60555772258361,4.605594593151584,4.60575768442831,4.6053709546731,4.606275969239252,4.606178718339412
4700.0,4.6042521658517215,4.604892897562342,4.605803002071154,4.60558985057644,4.60552937870643,4.6049090904613035,4.606101124850947,4.605966443255397,4.606422022795057,4.605826484656599,4.606263032201295
4800.0,-Inf,4.604861488057023,4.604908043750635,4.605162746461781,4.605760602506017,4.605762986057142,4.6055307930690645,4.605790641719908,4.605831393811249,4.605672312039898,4.606454247094862
4900.0,-Inf,4.606218657377512,4.605307555339352,4.6051552101850515,4.606030819645274,4.605192958008943,4.605338396119034,4.606113773813178,4.605979488659508,4.605399976015856,4.605963655470191
5e3,-Inf,4.605514150892065,4.605176305928127,4.606458022623884,4.605052306501899,4.60530244818376,4.605722029771162,4.605657947704479,4.605471369556461,4.6058444211374,4.606017745519605
5100.0,-Inf,4.605103665241629,4.605880800196793,4.604672132213139,4.605873622074316,4.606343895651534,4.606158258302849,4.605625394250602,4.605495301797011,4.60569397465697,4.606054466049803
5200.0,-Inf,4.606396469830875,4.605609862889489,4.6053823885613046,4.605400607713502,4.605089265924755,4.60549682518471,4.605396335724601,4.605738464156843,4.606207364884343,4.605657109157096
5300.0,-Inf,4.6051536241298665,4.605056305869155,4.605735800447016,4.605118962263266,4.606024267537281,4.605777225473519,4.605612078672532,4.605913237431814,4.606063547850357,4.60530202455052
5400.0,-Inf,4.605255853555157,4.605779767685781,4.606184972694711,4.60479346153528,4.605677536625581,4.605083703273662,4.605169384582657,4.605465915366864,4.6057520827464025,4.606170187825806
5500.0,4.604123004791642,4.605416048045471,4.605853669031458,4.605537972131575,4.604929333858703,4.605387092975722,4.605382432149027,4.6057899687397414,4.605409444691781,4.606080986464243,4.606059648235283
5600.0,-Inf,4.6050294317347555,4.6051571239446245,4.6060002149522,4.605567628427768,4.605681279884274,4.605385238302638,4.605473688333254,4.605308011224307,4.606076555130089,4.606373616314143
5700.0,-Inf,4.6051020459494065,4.605657896581103,4.605755395393618,4.60526263380033,4.605332118254563,4.605992098734425,4.605291679093128,4.605785317136977,4.605423689127419,4.6059053263050505
5800.0,-Inf,4.605511441711171,4.605676005024818,4.6049703289673944,4.605441811908841,4.605574211038084,4.6056210024575925,4.605407783177642,4.605542184033136,4.60567143958627,4.605748451053072
5900.0,-Inf,4.60622323686616,4.6060864912928565,4.605287308475898,4.605396611288863,4.604817882277844,4.605671217786463,4.605367750254854,4.605850687751777,4.6059213313663125,4.605672858292201
6e3,-Inf,4.60480169694483,4.605519434380461,4.604937946063462,4.60542104829913,4.605556407058671,4.605156028427418,4.605643362615723,4.6057467950147295,4.605507212341721,4.606064787578163
6100.0,-Inf,4.6050911380657356,4.605218874593398,4.60570823311528,4.605530160252764,4.605328107561915,4.605245319521913,4.60538117044303,4.605408500772431,4.606051622717797,4.605416747790775
6200.0,-Inf,4.6042780613021455,4.605735677778873,4.604996758288845,4.605672679250098,4.6055309848672525,4.606218588152223,4.605719791291418,4.605858133745645,4.605903094638985,4.605790617485769
6300.0,-Inf,4.604732969480452,4.605510006323043,4.605560236373537,4.605276881810016,4.605649947295968,4.605125709927753,4.605626006693085,4.605497977547839,4.605727528030857,4.605640888656934
6400.0,-Inf,4.604747604868279,4.604924121314988,4.605074821420171,4.605472999274792,4.6054746719899,4.605229254827364,4.60613334793882,4.605665275105274,4.605652429601089,4.606004859874088
6500.0,-Inf,4.605007227285903,4.6045953050782105,4.605483162352342,4.605526683007889,4.605661935796998,4.605630226525669,4.605689674938616,4.6057567106162765,4.605617862008102,4.605838568376703
6600.0,-Inf,4.60522958273046,4.60511650348504,4.605513273195262,4.605682377712686,4.6054629194225924,4.605239921784083,4.605386200914551,4.6053240563325355,4.605634500843331,4.605680076490465
6700.0,-Inf,4.605680968805398,4.604917328479165,4.605278959448715,4.605166504608352,4.605372614061709,4.6055201294207775,4.605693107530304,4.6053306419621345,4.60540053932709,4.605585133791861
6800.0,-Inf,4.605492116880685,4.605003121500476,4.605136623881448,4.605204606666215,4.604863019580675,4.605674642607107,4.605479402524285,4.606012316240839,4.605523932585373,4.605669693838546
6900.0,-Inf,4.6041177059883855,4.6052474054331265,4.605768338381443,4.605791447752237,4.605605592821027,4.605644319547373,4.605783686353664,4.605179193592561,4.605599497110518,4.605477618755959
7e3,-Inf,4.605020792392061,4.606302688700677,4.605258160039753,4.6061116122924215,4.6055098018460345,4.605612413427763,4.605159584992519,4.605686509210717,4.6058156961080945,4.605756288410921
7100.0,-Inf,4.604822271312827,4.604890230160594,4.605494467111515,4.605782770874272,4.6056106813138085,4.605587196271756,4.605304627838303,4.605574535845776,4.605349135456565,4.6055128843805
7200.0,-Inf,4.604789063673252,4.605035367041348,4.606361674436745,4.605624889571725,4.604902937035368,4.605232047737492,4.605689584541916,4.605257983035085,4.6055846891348535,4.605727565839359
7300.0,-Inf,4.6047474025096475,4.605642795920572,4.605827271239727,4.605819589224387,4.605486943207502,4.605578539683633,4.605543224391786,4.605613638232792,4.605503043965131,4.6055843513243975
7400.0,-Inf,4.604548556463866,4.605445351392995,4.605263246481377,4.605348529291975,4.60551597124793,4.605334541066526,4.605377485014739,4.6058310770597135,4.605797417114755,4.605793728531773
7500.0,-Inf,4.605127866176567,4.604939874950051,4.605197744710459,4.605197389889721,4.605662172370634,4.6051472634987665,4.6054882113518785,4.605409070519045,4.605610266727985,4.605706595298386
7600.0,-Inf,4.605495185782451,4.605447302074352,4.605370416763635,4.605641259916483,4.605708732598584,4.605239624389703,4.605585942656053,4.6053814704763205,4.605556704233466,4.605647945027999
7700.0,-Inf,4.6054038727704745,4.605289035295389,4.60516900275046,4.60552592144589,4.605333528520433,4.60547627468143,4.60603171243263,4.6054467449378995,4.605354334547847,4.605480756580436
7800.0,-Inf,4.604615537587807,4.605466361608295,4.605522979520113,4.6055766786015555,4.605074091437516,4.605130460027092,4.6054373045876416,4.605814858007448,4.605743933928355,4.605806514327605
7900.0,-Inf,4.605125047270685,4.605139251541614,4.60525483401551,4.605179154214248,4.605260367187511,4.605753592988865,4.605458846217024,4.605287653015728,4.6055941498947215,4.605881027955087
8e3,-Inf,4.605278733788009,4.605089872959532,4.605686134801014,4.605318130006164,4.605832123199893,4.605568162358845,4.60586164799566,4.605513496301481,4.605579508970451,4.605460767454135
8100.0,-Inf,4.605590558547986,4.604824326799845,4.605107549724563,4.605101062818938,4.604976734082243,4.6053933180938,4.605430999465905,4.605747804927818,4.6058154895805385,4.605729052899562
8200.0,-Inf,4.604833719912829,4.605370727065237,4.605139687020854,4.60523878695005,4.605170405432327,4.605190803865752,4.605396996566322,4.605463798759124,4.6056134189694715,4.6056285838890645
8300.0,-Inf,4.60537872717826,4.6054120287254845,4.6047666377807595,4.605262379864982,4.605582325243974,4.605849047834646,4.606366926504276,4.605325463635239,4.605368453013913,4.605642117461573
8400.0,-Inf,4.606137930050934,4.605413817732444,4.605029293278853,4.605497791772146,4.605176748325317,4.605095526321193,4.605323267923212,4.605131616347277,4.6060046871144085,4.6057015167492414
8500.0,-Inf,4.6053886346682535,4.605305772593154,4.605747333187845,4.60551844389693,4.605653259098876,4.605540512252164,4.60538634326309,4.605674102160668,4.605510546410601,4.605520956130326
8600.0,-Inf,4.605691209222678,4.605429313695047,4.605432146038554,4.605405863933398,4.604800787122853,4.605438260327949,4.605476729752064,4.605284806127335,4.605470934213854,4.605738234333157
8700.0,-Inf,4.6053139678881685,4.604865089515993,4.605483165588916,4.605440979359069,4.605342510901163,4.605729201418286,4.605513989467083,4.605695531232157,4.606085991372125,4.605664129404317
8800.0,-Inf,4.605508135937901,4.605639432710631,4.6050913728246705,4.604955374637599,4.604911005065289,4.605276899092239,4.60567123657235,4.6054622572162,4.605527624256645,4.605583803686678
8900.0,-Inf,4.6052021361611875,4.605327157005398,4.60506106279423,4.605094378046535,4.6050705541176225,4.6054614264562455,4.605194077119824,4.605291194475378,4.6055028359058845,4.605665945912138
9e3,-Inf,4.6051437336840655,4.604856071750092,4.605567078341191,4.605297660687355,4.605681998781657,4.605519406789065,4.60525236794677,4.6060824783213015,4.605543786439751,4.605412715102977
9100.0,-Inf,4.604164033574824,4.604413072498572,4.605217461858096,4.6054483061511675,4.605789465092232,4.605557108690559,4.605036603183672,4.605031217970533,4.605200904647466,4.605015475745666
9200.0,-Inf,4.605132129442916,4.605120394712424,4.604826182557854,4.605579572481044,4.605656183740865,4.6050552428338785,4.605486019971864,4.6058570124558065,4.605438354090128,4.605514880936037
9300.0,-Inf,4.606347092107657,4.604745055219755,4.605278982746531,4.605277977676338,4.605587875437692,4.605359321981561,4.605715349192534,4.605462695838827,4.6057286401116535,4.6057293922952445
9400.0,-Inf,4.605303144870471,4.605078942533911,4.605228666501471,4.605159082393544,4.605626202089326,4.605325998938402,4.605301959916384,4.605424380934461,4.605674200884256,4.605264736351267
9500.0,-Inf,4.605043048788667,4.6049270907202695,4.6053959961428275,4.605150434423412,4.605696252848398,4.605204302888384,4.605540167243473,4.605353938663221,4.605342158381528,4.605427617970887
9600.0,-Inf,4.605529111286303,4.605313831557523,4.605352563452604,4.605137150221,4.605527352219341,4.605571166576456,4.605788172902479,4.605335598419912,4.605501356731859,4.605373941755268
9700.0,-Inf,4.604932640450734,4.6050090264926915,4.605572051700635,4.604940441050264,4.605532618303232,4.605139059650831,4.605674546196185,4.605694485151781,4.605634847916717,4.60542873323449
9800.0,-Inf,4.6056629292195534,4.605623549084321,4.6048584475549985,4.6056784102330415,4.605566351982424,4.605168636889133,4.605594280857988,4.605512488497041,4.605448336364959,4.605516413102994
9900.0,-Inf,4.605763101847293,4.6053290535949944,4.605143987570793,4.6057397268955915,4.605240259783097,4.605278030863446,4.6055368744861305,4.60543329266197,4.605641420490054,4.605402235444354
1e4,-Inf,4.605074438953343,4.605213210217235,4.605116935967897,4.605519814969859,4.605628396627259,4.605616078746965,4.605622154661667,4.605186747575161,4.605473714537809,4.60551665602276
10100.0,-Inf,4.60481589453496,4.604828163585323,4.605349269073368,4.605483017844731,4.605239336478362,4.605419453352245,4.605352672224808,4.605296845566478,4.605432916317269,4.605512445834086
10200.0,-Inf,4.605352804569301,4.605288498735813,4.6053505021071794,4.605580884090001,4.60481884078739,4.605278046773038,4.605721272212852,4.605485227846606,4.605296740475319,4.60556969880756
10300.0,-Inf,4.605946301347986,4.605071666690498,4.605480527203149,4.605810843852126,4.605646156136154,4.605281396380068,4.605853325189153,4.605526213521268,4.605507913428806,4.605458728049028
10400.0,-Inf,4.605322826712537,4.605364889250762,4.605243955110086,4.605381399729594,4.605410943786958,4.605335807981959,4.605368575331187,4.60551584913149,4.605328388558553,4.605684264547913
10500.0,-Inf,4.604976694082299,4.6061916468404265,4.605078731869474,4.605539825805068,4.605594141927604,4.605230710096037,4.6054379215829755,4.605403277667559,4.605539743579139,4.605625536749922
10600.0,-Inf,4.604938248020394,4.605600614323181,4.605825408607517,4.6056021620829055,4.6056294558021555,4.604973280572559,4.605469663244431,4.605176014466864,4.6054754337412485,4.605395343960109
10700.0,-Inf,4.605278547315838,4.605518540702707,4.605070236290708,4.605173943808965,4.605800554654657,4.605306284085426,4.604971735984684,4.605367058732321,4.604972528461114,4.605901852107261
10800.0,-Inf,4.605770806945937,4.605337273646226,4.605422484518225,4.605382364902073,4.605290347097441,4.605146366703085,4.605765104842366,4.6054294136231615,4.605306401015992,4.605600392738611
10900.0,-Inf,4.605088969793014,4.604791262741804,4.604877555789805,4.605409604521149,4.605754858484935,4.605048309127928,4.605203585546832,4.605442550522848,4.605530945315338,4.605583766018466
11e3,-Inf,4.605327646998744,4.6055588411419555,4.605229808839062,4.604991298429237,4.605710317228465,4.605531132716067,4.605431609165726,4.605440810743105,4.605459522550016,4.6055967211668305
11100.0,-Inf,4.604319218478191,4.605110559989992,4.605079917681954,4.605131593136262,4.605595863826506,4.60586998885514,4.605222052419057,4.605547992750589,4.6054309608531785,4.605544702150913
11200.0,-Inf,4.605072349465934,4.604524560610416,4.605053914292141,4.605823571134765,4.605369223509921,4.605455137506575,4.604960239410655,4.605392712563697,4.605421654828184,4.6054043797124375
11300.0,-Inf,4.605031419346419,4.604654356276409,4.605696826909819,4.605588808420706,4.605233024253046,4.605729579075501,4.605410658427527,4.605647673648586,4.605460997169572,4.60547406271057
11400.0,-Inf,4.6050371601386635,4.605308271772185,4.605888931734538,4.6054717706680375,4.605488880440758,4.605067364828452,4.605652137426965,4.605344578851106,4.605187611747854,4.60531174734789
11500.0,-Inf,4.606500324116752,4.604825217216939,4.605151858448436,4.6051044758871384,4.605224010593107,4.6053350852675345,4.605418314584591,4.605221524228412,4.605521717097313,4.605504462923989
11600.0,-Inf,4.605294294831245,4.605684132135117,4.605535795995039,4.605111263347185,4.605546404128558,4.605390235820669,4.605673635073664,4.605278832143561,4.605204105945847,4.60519739467328
11700.0,-Inf,4.6047581503459485,4.605341585262311,4.605306825584556,4.605822261687498,4.605468695642658,4.6055636535056195,4.605419725089707,4.605323564759747,4.605348557828836,4.605486516968897
11800.0,-Inf,4.605796891959838,4.605200921130387,4.605187491292641,4.605819470965873,4.605140596136203,4.605288415628241,4.605470720870574,4.605396357134437,4.605578051822845,4.605539451585375
11900.0,-Inf,4.60502333149832,4.605041348083438,4.605494999296283,4.605365034145039,4.605323531099051,4.60555996933626,4.605697053968144,4.6056223919974055,4.605253468336474,4.605631793341633
12e3,-Inf,4.605151058338629,4.605892334553707,4.605391075747501,4.605499474441147,4.605160801470229,4.605195355085065,4.605545799015374,4.605480587561792,4.605143457833651,4.605252843004078
12100.0,-Inf,4.604634373344522,4.6050961735921945,4.6055286542594915,4.6056904011521915,4.605024146570312,4.605386198275244,4.605595561107105,4.605479027469813,4.605462049131178,4.605370570379722
12200.0,-Inf,4.604778718798136,4.605365260343522,4.605322467970399,4.605639486149198,4.605260520353848,4.605269886089523,4.6053117809857564,4.605380540155202,4.605201365449628,4.605372275726288
12300.0,-Inf,4.605761935884882,4.605033049971559,4.6050124634630984,4.605223411021682,4.604992129954411,4.60542152614236,4.605025485487663,4.605273374220685,4.605196634740936,4.605547119565312
12400.0,-Inf,4.605199914542136,4.605051873080545,4.605122573659337,4.605316957084265,4.605287673999894,4.605236311014565,4.605281633436206,4.605569754459533,4.605778379354702,4.605272120116299
12500.0,-Inf,4.6053711885672834,4.605091344474746,4.604903447019089,4.6055956735030845,4.605514758502772,4.605229757905054,4.605152505249687,4.605380572141467,4.6053427225987145,4.605471475328919
12600.0,-Inf,4.605189821919966,4.605574472664765,4.60516524652684,4.605705109698304,4.6052046073174155,4.605118900363798,4.605570023549993,4.605565618985696,4.6055971495679,4.605610362745476
12700.0,-Inf,4.605607616644152,4.6052454453017075,4.605321717249111,4.604650268377994,4.605402546860651,4.605028304940345,4.605443420072826,4.6055320148264105,4.605462736138684,4.605697032026535
12800.0,-Inf,4.605299279460407,4.604818355806651,4.605034881882592,4.605792744137991,4.605362682587232,4.60503081890609,4.605778132396837,4.605032417223264,4.6055416797828315,4.605269090771884
12900.0,-Inf,4.605250976347278,4.605095427431924,4.604956688697717,4.605331535486602,4.605391076420588,4.605471807509321,4.60522451280338,4.605442389096279,4.605232445848394,4.605318657380588
13e3,-Inf,4.605495343868118,4.604914873031093,4.6055410604412765,4.605581459465083,4.605300348042713,4.605392087543768,4.605343948470108,4.605207320044431,4.6054201617635195,4.605206026540211
13100.0,-Inf,4.605590515033937,4.605721827547413,4.605086109871156,4.605646223738497,4.6053658438906995,4.605388827671146,4.605269097508222,4.6051121130125585,4.605467931930653,4.605216661718194
13200.0,-Inf,4.605145716602505,4.605698660490571,4.605138401868829,4.604739363319062,4.605440521214097,4.605594874748686,4.605518105672274,4.6052960173805015,4.605698481954735,4.605343862109232
13300.0,-Inf,4.60492779284969,4.604984828027328,4.605275458127216,4.605469204942299,4.605240249204839,4.605564206999804,4.605547622169766,4.605507243313543,4.605459742863917,4.605363745032805
13400.0,-Inf,4.604528903545716,4.605246195229383,4.605254652799047,4.605640659828522,4.605178010685601,4.605253889061359,4.6053090038638524,4.605210944377791,4.605581903438475,4.605586577793332
13500.0,-Inf,4.605227976843042,4.60537471477342,4.604753116478681,4.6053896057804264,4.605342756661336,4.605499031944381,4.605168990131969,4.605514121267393,4.605478308856022,4.6055209592068325
13600.0,-Inf,4.605738268785476,4.605478072791704,4.605236811297037,4.605031367149491,4.605118719464783,4.605125333075189,4.605247892635487,4.6052764984460435,4.605396508815891,4.605430780296628
13700.0,-Inf,4.605705015652542,4.6058791427242465,4.604859101837359,4.604895479758428,4.605451680070175,4.605444227245385,4.605581289282161,4.605171474660279,4.605529286413632,4.605519086314835
13800.0,-Inf,4.605599662242943,4.605373553401424,4.605093713395476,4.605003971273077,4.605187508259524,4.60522963773124,4.605364581010764,4.605431592145538,4.60575688591635,4.605658234371373
13900.0,-Inf,4.605516346040651,4.6051914242397265,4.605253341522691,4.60562764210689,4.605233705366858,4.605224078373305,4.605576214699835,4.605233712428721,4.605535694838545,4.605494499576038
14e3,-Inf,4.605662634212286,4.605921858534209,4.605205513083056,4.605202477016615,4.605381973764889,4.605134298751986,4.605061859209919,4.605475120201266,4.6052072466435705,4.605277860801871
14100.0,-Inf,4.6048820145951685,4.605305098357473,4.605349360954164,4.6053545302638605,4.604928665233445,4.605354508294576,4.605431497669407,4.605602576361008,4.605394827929783,4.605631371763582
14200.0,-Inf,4.605077960765405,4.605496267386094,4.605208693463161,4.604911017308386,4.605498807315404,4.605429502383871,4.605484663471543,4.6052404657119235,4.605519069341784,4.605432890310578
14300.0,-Inf,4.604740443596523,4.605166669825714,4.605224896666988,4.605436087093489,4.604977825569416,4.605620259951555,4.605233216662121,4.6052733191556134,4.605488666920927,4.60537984426924
14400.0,-Inf,4.604850369716886,4.605054850445811,4.60502367697008,4.6054894710731995,4.60526339571521,4.6052607895992015,4.605284753943711,4.6055249919545975,4.605245812053369,4.605303867229602
14500.0,-Inf,4.604950573329007,4.60481499767152,4.60550710174821,4.605344945943292,4.6051268847156885,4.605336245861622,4.605370910952329,4.605370270231406,4.605270211202303,4.605381204115442
14600.0,-Inf,4.605533838108534,4.60505791527697,4.6051177486235115,4.605068166062007,4.605130492439994,4.605473565282224,4.605148611433422,4.605489696326269,4.605614446096195,4.60520848788144
14700.0,-Inf,4.604727544301162,4.605163350000458,4.605486651369218,4.605630098672823,4.605587096893418,4.605103898383082,4.6053453188456865,4.6055326935506775,4.605094981683009,4.605555881722542
14800.0,-Inf,4.605537632584049,4.60487633147489,4.605146955922466,4.604991458583029,4.60525095524667,4.605166347612465,4.605355640184841,4.605243980639355,4.6054742766472225,4.605361962429512
14900.0,-Inf,4.605849632271892,4.6052929483978255,4.605464816890887,4.60512115040821,4.605408152235124,4.605219307878535,4.605420541900278,4.605390750986067,4.605566102806844,4.6056548367589984
15e3,-Inf,4.6046925012330036,4.605175483560042,4.605253728762446,4.605358641726662,4.605112469934177,4.605019616599667,4.605391089068638,4.605338294161121,4.605217623397493,4.605447143218664
15100.0,-Inf,4.6051169526860605,4.605340003720894,4.605214274296137,4.605038840113234,4.60529249539253,4.605273587889713,4.605533188842193,4.605100858593812,4.605526292180248,4.6056097535699765
